,Type of Work:,Registration Number / Date:,Application Title:,Title:,Area Covered:,Description:,Copyright Claimant:,Date of Creation:,Date of Publication:,Authorship on Application:,Previous Registration:,Basis of Claim:,Copyright Note:,Variant title:,Other Title:,Names:,Edition:,Notes:,Series:,Scale:
507,['Text'],"['RE0000820551 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan70  ']",[],"['Sanborn Map Leominster, MA.  1970.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Leominster, MA.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Leominster, MA']",[],[],[],[]
508,['Text'],"['RE0000758430 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Lexington, Kentucky 1969.  Vol. 2.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Lexington, Kentucky 1969']","['Lexington, Kentucky 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
509,['Text'],"['RE0000754381 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan66  ']",[],"['Sanborn Map Lima, Ohio 1966.  Vol. 2.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Lima, Ohio 1966']","['Lima, Ohio 1966']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
510,['Text'],"['RE0000751950 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Mar64  ']",[],"['Sanborn Map Lincoln, Nebraska 1964.  Vols. 2 & 3.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additons & revisions.'],[],"['Sanborn Map Lincoln, Nebraska 1964.']","['Lincoln, Nebraska 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
511,['Text'],"['RE0000751425 / 1997-04-16 ', 'Renewal registration for: Not reg.: addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn map Little Rock, Arkansas, 1968.  Vol. 1.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn map Little Rock, Arkansas, 1968.']","['Little Rock, Arkansas, 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
512,['Text'],"['RE0000754403 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Aug69  ']",[],"['Sanborn Map Lockport, New York 1969.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Lockport, New York 1969']","['Lockport, New York 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
513,['Text'],"['RE0000758383 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan67  ']",[],"['Sanborn Map Lombard, Illinois 1967.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Lombard, Illinois 1967.']","['Lombard, Illinois 1967']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[]
514,['Text'],"['RE0000754346 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Long Beach, California 1969.  Vol. 1.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Long Beach, California 1969']","['Long Beach, California 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
515,['Text'],"['RE0000820197 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Dec66  ']",[],"['Sanborn Map Long Beach, NY.  Vol. 2, 1966.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Long Beach, NY.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Long Beach, NY']",[],[],[],[]
516,['Text'],"['RE0000820475 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan68  ']",[],"['Sanborn Map Long Beach, NY.  Vol. 2, 1968.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Long Beach, NY.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Long Beach, NY']",[],[],[],[]
517,['Text'],"['RE0000755203 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Longview, Texas 1969.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Longview, Texas 1969.']","['Longview, Texas 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
518,['Text'],"['RE0000754380 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan66  ']",[],"['Sanborn Map Lorain, Ohio 1966.  Vol. 1A.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Lorain, Ohio 1966']","['Lorain, Ohio 1966']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
519,['Text'],"['RE0000652604 / 1999-10-15 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Oct66  ']",[],"['Sanborn Map Los Angeles, CA 1966.  Vol. 41.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Los Angeles, CA 1966.']","['Los Angeles, CA 1966']","['Sanborn Map Company', 'Sanborn Library, LLC']",[],[],[],[]
520,['Text'],"['RE0000652605 / 1999-10-15 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Nov66  ']",[],"['Sanborn Map Los Angeles, CA 1966.  Vol. 42.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Los Angeles, CA 1966.']","['Los Angeles, CA 1966']","['Sanborn Map Company', 'Sanborn Library, LLC']",[],[],[],[]
521,['Text'],"['RE0000813392 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1970-07-01  ']",[],"['Sanborn map, Los Angeles, CA, vol. 15, 1970.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn map, Los Angeles, CA, vol. 15, 1970']",[],"['Sanborn Map Company', 'Sanborn Library, LLC']",[],[],[],[]
522,['Text'],"['RE0000813391 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1970-07-01  ']",[],"['Sanborn map, Los Angeles, CA, vol. 2, 1970.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn map, Los Angeles, CA, vol. 2, 1970']",[],"['Sanborn Map Company', 'Sanborn Library, LLC']",[],[],[],[]
523,['Text'],"['RE0000813409 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1970-04-01  ']",[],"['Sanborn map, Los Angeles, CA, vol. 5, 1970.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn map, Los Angeles, CA, vol. 5, 1970']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
524,['Text'],"['RE0000813390 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1970-04-01  ']",[],"['Sanborn map, Los Angeles, CA, vol. 5A, 1970.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn map, Los Angeles, CA, vol. 5A, 1970']",[],"['Sanborn Map Company', 'Sanborn Library, LLC']",[],[],[],[]
525,['Text'],"['RE0000754345 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Los Angeles, California 1964.  Vol. 3.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Los Angeles, California 1964']","['Los Angeles, California 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
526,['Text'],"['RE0000755202 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan66  ']",[],"['Sanborn Map Lubbock, Texas 1966.  Vol. 2.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Lubbock, Texas 1966.']","['Lubbock, Texas 1966']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
527,['Text'],"['RE0000804837 / 1999-04-15 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan67  ']",[],"['Sanborn Map Lubbock, Texas.  Vol. 1, 1967.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Lubbock, Texas.']","['Lubbock, Texas']","['Sanborn Map Company', 'Sanborn Library, LLC']",[],[],[],[]
528,['Text'],"['RE0000755201 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Nov64  ']",[],"['Sanborn Map Lufkin, Texas 1964.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Lufkin, Texas 1964.']","['Lufkin, Texas 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
529,['Text'],"['RE0000820193 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Apr71  ']",[],"['Sanborn Map Lynchburg, VA.  Vol. 1, 1971.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Lynchburg, VA.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Lynchburg, VA']",[],[],[],[]
530,['Text'],"['RE0000820480 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Apr71  ']",[],"['Sanborn Map Lynchburg, VA.  Vol. 2, 1971.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Lynchburg, VA.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Lynchburg, VA']",[],[],[],[]
531,['Text'],"['RE0000754397 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Dec65  ']",[],"['Sanborn Map Lynchburg, Virginia 1965.  Vols. 1-2.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Lynchburg, Virginia 1965']","['Lynchburg, Virginia 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
532,['Text'],"['RE0000755237 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Lyndhurst, New Jersey 1965.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Lyndhurst, New Jersey 1965']","['Lyndhurst, New Jersey 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
533,['Text'],"['RE0000758416 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn Map Macon, Georgia 1968.  Vols. 2-4.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Macon, Georgia 1968.']","['Macon, Georgia 1968']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[]
534,['Text'],"['RE0000751405 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jul65  ']",[],"['Sanborn map Madison, Connecticut, 1965.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revision.'],[],"['Sanborn map Madison, Connecticut, 1965.']","['Madison, Connecticut, 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
535,['Text'],"['RE0000752988 / 1997-04-16 ', 'Renewal registration for: Not reg.: addendum submitted under PL 102-307 / *PUB approx. 1Jun66  ']",[],"['Sanborn Map Magnolia, Arkansas 1966.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Magnolia, Arkansas 1966.']","['Magnolia, Arkansas 1966']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
536,['Text'],"['RE0000751406 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jun68  ']",[],"['Sanborn map Manchester, Connecticut, 1968.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revision.'],[],"['Sanborn map Manchester, Connecticut, 1968.']","['Manchester, Connecticut, 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
537,['Text'],"['RE0000754360 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Manchester, Vermont 1965.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Manchester, Vermont 1965']","['Manchester, Vermont 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
538,['Map'],['VA0000957193 / 1998-12-28 '],['Sanborn fire insurance map.'],"['Sanborn map Manhattan, New York : vol. 2, 1996.']","['Manhattan, NY']",[],"['EDR Sanborn, Inc.']",['1996'],['1996-09-01  '],['map: Sanborn Map Company.'],['Preexisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Sanborn map Manhattan, New York : vol. 2, 1996']",['Sanborn fire insurance map.'],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],[],[],[]
539,['Map'],['VA0000957194 / 1998-12-28 '],['Sanborn fire insurance map.'],"['Sanborn map Manhattan, New York : vol. 7N, 1996.']","['Manhattan, NY']",[],"['EDR Sanborn, Inc.']",['1996'],['1996-07-01  '],['map: Sanborn Map Company.'],['Preexisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Sanborn map Manhattan, New York : vol. 7N, 1996']",['Sanborn fire insurance map.'],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],[],[],[]
540,['Text'],"['RE0000752820 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB approx. 1Aug64  ']",[],"['Sanborn map, Manitowoc, Wisconsin.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn map, Manitowoc, Wisconsin']","['Manitowoc, Wisconsin']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[]
541,['Text'],"['RE0000752633 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1968-01-01  ']",[],"['Sanborn Map Marble head, Massachusetts 1968.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Marble head, Massachusetts 1968.']","['Marble Head, Massachusetts 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
542,['Text'],"['RE0000752999 / 1997-04-16 ', 'Renewal registration for: Not reg.: addendum submitted under PL 102-307 / *PUB approx. 1Apr66  ']",[],"['Sanborn Map Marianna, Florida 1966.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Marianna, Florida 1966.']","['Marianna, Florida 1966']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
543,['Text'],"['RE0000754379 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Marietta, Ohio 1965.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Marietta, Ohio 1965']","['Marietta, Ohio 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
544,['Text'],"['RE0000758439 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Nov65  ']",[],"['Sanborn Map Marion, Indiana 1965.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Marion, Indiana 1965.']","['Marion, Indiana 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
545,['Text'],"['RE0000758384 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn Map Marseilles, Illinois 1968.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Marseilles, Illinois 1968.']","['Marseilles, Illinois 1968']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[]
546,['Text'],"['RE0000755223 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Marshall, Texas 1965.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Marshall, Texas 1965.']","['Marshall, Texas 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
547,['Text'],"['RE0000758405 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Marshautown, Iowa 1964.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Marshautown, Iowa 1964.']","['Marshautown, Iowa 1964']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[]
548,['Text'],"['RE0000754327 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jun66  ']",[],"['Sanborn Map Marshfield, Oregon 1966.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc.  (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Marshfield, Oregon 1966.']","['Marshfield, Oregon 1966']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
549,['Text'],"['RE0000754398 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn Map Martinsville, Virginia 1968.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Martinsville, Virginia 1968']","['Martinsville, Virginia 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
550,['Text'],"['RE0000755290 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Oct65  ']",[],"['Sanborn Map Mcalester, Oklahoma 1965.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Mcalester, Oklahoma 1965.']","['Mcalester, Oklahoma 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
551,['Text'],"['RE0000755218 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn Map McAllen, Texas 1968.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map McAllen, Texas 1968.']","['McAllen, Texas 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
552,['Text'],"['RE0000754432 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map McKeesport, Pennsylvania 1969.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map McKeesport, Pennsylvania 1969']","['McKeesport, Pennsylvania 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
553,['Text'],"['RE0000755222 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map McKinney, Texas 1965.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map McKinney, Texas 1965.']","['McKinney, Texas 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
554,['Text'],"['RE0000754431 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn Map Meadville, Pennsylvania 1968.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Meadville, Pennsylvania 1968']","['Meadville, Pennsylvania 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
555,['Text'],"['RE0000754430 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Mechanicsburg, Pennsylvania 1964.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Mechanicsburg, Pennsylvania 1964']","['Mechanicsburg, Pennsylvania 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
556,['Text'],"['RE0000820555 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan71  ']",[],"['Sanborn Map Medford, MA.  1971.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Medford, MA.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Medford, MA']",[],[],[],[]
557,['Text'],"['RE0000813394 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-09-01  ']",[],"['Sanborn map, Memphis, Tennessee, vol. 1A, 1965.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn map, Memphis, Tennessee, vol. 1A, 1965']",[],"['Sanborn Map Company', 'Sanborn Library, LLC']",[],[],[],[]
558,['Text'],"['RE0000813393 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-01-01  ']",[],"['Sanborn map, Memphis, Tennessee, vol. 3, 1964.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn map, Memphis, Tennessee, vol. 3, 1964']",[],"['Sanborn Map Company', 'Sanborn Library, LLC']",[],[],[],[]
559,['Text'],"['RE0000813285 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Feb64  ']",[],"['Sanborn Map Memphis, Tennessee.  Vol. 4, 1964.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Memphis, Tennessee.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
560,['Text'],"['RE0000813286 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Feb64  ']",[],"['Sanborn Map Memphis, Tennessee.  Vol. 5, 1964.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Memphis, Tennessee.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
561,['Text'],"['RE0000813287 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Feb64  ']",[],"['Sanborn Map Memphis, Tennessee.  Vol. 6, 1964.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Memphis, Tennessee.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
