,Type of Work:,Registration Number / Date:,Application Title:,Title:,Area Covered:,Edition:,Description:,Copyright Claimant:,Date of Creation:,Date of Publication:,Authorship on Application:,Previous Registration:,Basis of Claim:,Copyright Note:,Variant title:,Other Title:,Names:,Notes:,Date in Notice:,Imprint:,Scale:,Series:,Copyright Notice:,Cancelled Registration Number:
44,['Map'],['VA0000967686 / 1999-05-20 '],['Sanborn fire insurance map.'],"['Boston, Massachusetts : vol. 8, 1996.']",['Boston'],[],['Map.'],"['Sanborn Library, LLC']",['1996'],['1996-04-01  '],"['map drawing: Sanborn Map Company, Inc.']",['Appl. identifies prev. pub. map versions as preexisting material.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Boston, Massachusetts : vol. 8, 1996']",['Sanborn fire insurance map.'],"['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
45,['Map'],['VA0000967687 / 1999-05-20 '],['Sanborn fire insurance map.'],"['Boston, Massachusetts : vol. 9, 1993.']",['Boston'],[],['Map.'],"['Sanborn Library, LLC']",['1993'],['1993-04-01  '],"['map drawing: Sanborn Map Company, Inc.']",['Appl. identifies prev. pub. map versions as preexisting material.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Boston, Massachusetts : vol. 9, 1993']",['Sanborn fire insurance map.'],"['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
46,['Map'],['VA0000855794 / 1972-01-01 '],"['Sanborn map Bridgeport, Connecticut; Sanborn fire insurance map.']","['Bridgeport, Conn. : vol. 1.']","['Bridgeport, CT']",['Rev. 1972.'],['Map.'],"['Sanborn Map Company, Inc.']",['1972'],['1972-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Bridgeport, Conn. : vol. 1']","['Sanborn map Bridgeport, Connecticut', 'Sanborn fire insurance map']","['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
47,['Map'],['VA0000855754 / 1997-06-10 '],"['Sanborn map Bridgeport, Connecticut, vol. 3; Sanborn fire insurance map.']","['Bridgeport, Conn. : vol. 3.']","['Bridgeport, CT']",['Rev. 1972.'],['Map.'],"['Sanborn Map Company, Inc.']",['1972'],['1972-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Bridgeport, Conn. : vol. 3']","['Sanborn map Bridgeport, Connecticut, vol. 3', 'Sanborn fire insurance map']","['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
48,['Map'],['VA0000995912 / 1999-02-25 '],"['Sanborn Map Bronx, NY, vol. 17, 1992; Sanborn fire insurance map.']","['Bronx, New York : vol. 17.']","['Bronx, NY']",['Rev. 1992.'],['Map.'],"['Sanborn Library, LLC']",['1992'],['1992-05-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Bronx, New York : vol. 17']","['Sanborn Map Bronx, NY, vol. 17, 1992', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
49,['Map'],['VA0000995913 / 1999-02-25 '],"['Sanborn Map Bronx, NY, vol. 20, 1995; Sanborn fire insurance map.']","['Bronx, New York : vol. 20.']","['Bronx, NY']",['Rev. 6/95.'],['Map.'],"['Sanborn Library, LLC']",['1995'],['1995-06-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Bronx, New York : vol. 20']","['Sanborn Map Bronx, NY, vol. 20, 1995', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
50,['Map'],['VA0000996840 / 2000-01-10 '],"['Sanborn map--Bronx, New York, vol. 20, 1992.']","['Bronx, New York : vol. 20, 1992.']","['Bronx, NY']",[],[],"['Sanborn Map Company, Inc.']",['1992'],['1992-05-01  '],[],['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Bronx, New York : vol. 20, 1992.']","['Sanborn map--Bronx, New York, vol. 20, 1992.']","['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
51,['Map'],['VA0000936910 / 1998-08-28 '],"['Sanborn map Manhattan, New York; Sanborn fire insurance map.']","['Brooklyn, New York : vol. 13.']",['Brooklyn'],[],['Map.'],"['EDR Sanborn, Inc.']",['1992'],['1992-06-01  '],"['map & technical drawing: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Brooklyn, New York : vol. 13']","['Sanborn map Manhattan, New York', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
52,['Map'],['VA0000936893 / 1998-12-28 '],"['Sanborn map Brooklyn, New York; Sanborn fire insurance map.']","['Brooklyn, New York : vol. 19.']",['Brooklyn'],['Rev. 1991.'],['Map.'],"['EDR Sanborn, Inc.']",['1991'],['1991-06-05  '],"['map & technical drawing: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Brooklyn, New York : vol. 19']","['Sanborn map Brooklyn, New York', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
53,['Map'],['VA0000996861 / 2000-01-10 '],"['Sanborn map--Brooklyn, New York, vol. 3, 1993.']","['Brooklyn, New York : vol. 3, 1993.']","['Brooklyn, NY']",[],[],"['Sanborn Map Company, Inc.']",['1993'],['1993-12-01  '],[],['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Brooklyn, New York : vol. 3, 1993.']","['Sanborn map--Brooklyn, New York, vol. 3, 1993.']","['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
54,['Map'],['VA0000996866 / 2000-01-10 '],"['Sanborn map--Brooklyn, New York, vol. 9, 1995.']","['Brooklyn, New York : vol. 9, 1995.']","['Brooklyn, NY']",[],[],"['Sanborn Map Company, Inc.']",['1995'],['1995-11-01  '],[],['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Brooklyn, New York : vol. 9, 1995.']","['Sanborn map--Brooklyn, New York, vol. 9, 1995.']","['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
55,['Text'],"['RE0000790148 / 1998-08-24 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Burbank, California.  Vol. 2N.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Burbank, California.']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
56,['Text'],"['RE0000790164 / 1998-08-24 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Burbank, California.  Vol. 9N.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Burbank, California']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
57,['Map'],['VA0001058456 / 1998-11-03 '],"['Sanborn map, Burlington, VT, 1989; Sanborn fire insurance map.']","['Burlington, Vt.']","['Burlington, VT']",['Rev. Sept. 1989.'],[],"['EDR Sanborn, Inc.']",['1989'],['1989-09-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map & cartographic compilation.'],['C.O. correspondence.'],[],"['Sanborn map, Burlington, VT, 1989', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
58,['Map'],['VA0000992561 / 2000-02-11 '],[],"['Camden, NJ : vol. 1.']","['Camden, NJ']",['Rev. Oct. 1994.'],[],"['Sanborn Map Company, Inc.']",['1994'],['1994-10-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Camden, NJ : vol. 1']",[],"['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
59,['Map'],['VA0000993289 / 1999-07-06 '],"['Sanborn map, Camden, NJ, vol. 1, 1982; Sanborn fire insurance map.']","['Camden, NJ : vol. 1, key map.']","['Camden, NJ']",['Rev. Feb. 1982.'],[],"['Sanborn Library, LLC']",['1982'],['1982-02-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Camden, NJ : vol. 1, key map']","['Sanborn map, Camden, NJ, vol. 1, 1982', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
60,['Map'],['VA0000992563 / 2000-02-11 '],[],"['Camden, NJ : vol. 2.']","['Camden, NJ']",['Rev. Oct. 1994.'],[],"['Sanborn Map Company, Inc.']",['1994'],['1994-10-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Camden, NJ : vol. 2']",[],"['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
61,['Map'],['VA0000992565 / 2000-02-11 '],[],"['Camden, NJ : vol. 3.']","['Camden, NJ']",['Rev. Oct. 1994.'],[],"['Sanborn Map Company, Inc.']",['1994'],['1994-10-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Camden, NJ : vol. 3']",[],"['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
62,['Map'],['VA0000993392 / 1999-07-06 '],"['Sanborn map, Camden, NJ, vol. three, 1982; Sanborn fire insurance map.']","['Camden, NJ : vol. 3.']","['Camden, NJ']",[],[],"['Sanborn Library, LLC']",['1982'],['1982-02-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],[],"['Camden, NJ : vol. 3']","['Sanborn map, Camden, NJ, vol. three, 1982', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
63,['Map'],['VA0001058452 / 1998-11-03 '],"['Sanborn map, Charleston, VW, vol. 1, 1989; Sanborn fire insurance map.']","['Charleston, W. VA : vol. 1.']","['Charleston, WV']",['Rev. Nov. 1989.'],[],"['EDR Sanborn, Inc.']",['1989'],['1989-11-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map & cartographic compilation.'],['C.O. correspondence.'],"['Charleston, W. VA : vol. 1']","['Sanborn map, Charleston, VW, vol. 1, 1989', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
64,['Map'],['VA0000954934 / 1999-05-20 '],"['Sanborn map, Chester, PA, vol. 1, 1990; Sanborn fire insurance map.']","['Chester, Pennsylvania : vol. 1.']","['Chester, PA']",['Rev. Sept. 1990.'],['4 p.'],"['Sanborn Library, LLC']",['1990'],['1990-09-01  '],"['map & technical drawing: Sanborn Map Company, Inc.']",['Prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chester, Pennsylvania : vol. 1']","['Sanborn map, Chester, PA, vol. 1, 1990', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
65,['Map'],['VA0000954935 / 1999-05-20 '],"['Sanborn map, Chester, PA, vol. 2, 1990; Sanborn fire insurance map.']","['Chester, Pennsylvania : vol. 2.']","['Chester, PA']",['Rev. Sept. 1990.'],['4 p.'],"['Sanborn Library, LLC']",['1990'],['1990-09-01  '],"['map & technical drawing: Sanborn Map Company, Inc.']",['Prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chester, Pennsylvania : vol. 2']","['Sanborn map, Chester, PA, vol. 2, 1990', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
66,['Map'],['VA0000993313 / 1999-07-06 '],"['Sanborn map, Chicago, IL, vol. 10, 1991; Sanborn fire insurance map.']","['Chicago, IL : vol. 10, key map.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1991'],['1991-01-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, IL : vol. 10, key map']","['Sanborn map, Chicago, IL, vol. 10, 1991', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
67,['Map'],['VA0000993319 / 1999-07-06 '],"['Sanborn map, Chicago, IL, vol. 11, 1993; Sanborn fire insurance map.']","['Chicago, IL : vol. 11, key map.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1993'],['1993-01-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, IL : vol. 11, key map']","['Sanborn map, Chicago, IL, vol. 11, 1993', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
68,['Map'],['VA0000993297 / 1999-07-06 '],"['Sanborn map, Chicago, IL, vol. 11, 1991; Sanborn fire insurance map.']","['Chicago, IL : vol. 11, key map.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1991'],['1991-01-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, IL : vol. 11, key map']","['Sanborn map, Chicago, IL, vol. 11, 1991', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
69,['Map'],['VA0000993320 / 1999-07-06 '],"['Sanborn map, Chicago, IL, vol. 12, 1991; Sanborn fire insurance map.']","['Chicago, IL : vol. 12, key map.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1991'],['1991-01-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, IL : vol. 12, key map']","['Sanborn map, Chicago, IL, vol. 12, 1991', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
70,['Map'],['VA0000993287 / 1999-07-06 '],"['Sanborn map, Chicago, IL, vol. 15, 1992; Sanborn fire insurance map.']","['Chicago, IL : vol. 15.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1992'],['1992-01-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, IL : vol. 15']","['Sanborn map, Chicago, IL, vol. 15, 1992', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
71,['Map'],['VA0000993288 / 1999-07-06 '],"['Sanborn map, Chicago, IL, vol. 15, 1989; Sanborn fire insurance map.']","['Chicago, IL : vol. 15.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1989'],['1989-07-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, IL : vol. 15']","['Sanborn map, Chicago, IL, vol. 15, 1989', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
72,['Map'],['VA0000993363 / 1999-07-06 '],"['Sanborn map--Chicago, Illinois, vol. 15, 1994; Sanborn fire insurance map.']","['Chicago, Il : vol. 15, 1994.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1994'],['1994-04-01  '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, Il : vol. 15, 1994']","['Sanborn map--Chicago, Illinois, vol. 15, 1994', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
73,['Map'],['VA0000993300 / 1999-07-06 '],"['Sanborn map, Chicago, IL, vol. 18, 1990; Sanborn fire insurance map.']","['Chicago, IL : vol. 18, 1993.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1993'],['1993-01-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, IL : vol. 18, 1993']","['Sanborn map, Chicago, IL, vol. 18, 1990', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
74,['Map'],['VA0000993299 / 1999-07-06 '],"['Sanborn map, Chicago, IL, vol. 19, 1990; Sanborn fire insurance map.']","['Chicago, IL : vol. 19, 1990.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1990'],['1990-04-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, IL : vol. 19, 1990']","['Sanborn map, Chicago, IL, vol. 19, 1990', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
75,['Map'],['VA0000993366 / 1999-07-06 '],"['Sanborn map--Chicago, Illinois, vol. 19, 1993; Sanborn fire insurance map.']","['Chicago, Il : vol. 19, 1993.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1993'],['1993-03-01  '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, Il : vol. 19, 1993']","['Sanborn map--Chicago, Illinois, vol. 19, 1993', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
76,['Map'],['VA0000993286 / 1999-07-06 '],"['Sanborn map, Chicago, IL, vol. 21, 1991; Sanborn fire insurance map.']","['Chicago, IL : vol. 21.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1991'],['1991-01-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, IL : vol. 21']","['Sanborn map, Chicago, IL, vol. 21, 1991', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
77,['Map'],['VA0000993298 / 1999-07-06 '],"['Sanborn map, Chicago, IL, vol. 23, 1992; Sanborn fire insurance map.']","['Chicago, IL : vol. 23, 1992.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1992'],['1992-03-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, IL : vol. 23, 1992']","['Sanborn map, Chicago, IL, vol. 23, 1992', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
78,['Map'],['VA0000993307 / 1999-07-06 '],"['Sanborn map, Chicago, IL, vol. 29, 1993; Sanborn fire insurance map.']","['Chicago, IL : vol. 29.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1993'],['1993-01-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, IL : vol. 29']","['Sanborn map, Chicago, IL, vol. 29, 1993', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
79,['Map'],['VA0000993306 / 1999-07-06 '],"['Sanborn map, Chicago, IL, vol. 29, 1988; Sanborn fire insurance map.']","['Chicago, IL : vol. 29.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1989'],['1989-01-01 '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, IL : vol. 29']","['Sanborn map, Chicago, IL, vol. 29, 1988', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],['notice: 1988 '],[],[],[],[],[]
80,['Map'],['VA0000993359 / 1999-07-06 '],"['Sanborn map--Chicago, Illinois, vol. 1990; Sanborn fire insurance map.']","['Chicago, Il : vol. 3, 1990.']","['Louisville, KY']",[],[],"['Sanborn Library, LLC']",['1990'],['1990-09-01  '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, Il : vol. 3, 1990']","['Sanborn map--Chicago, Illinois, vol. 1990', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
81,['Map'],['VA0000993342 / 1999-07-06 '],"['Sanborn map--Louisville, Kentucky, vol. 3, 1992; Sanborn fire insurance map.']","['Chicago, Il : vol. 3, 1992.']",['Lousiville'],[],[],"['Sanborn Library, LLC']",['1992'],['1992-11-01  '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Chicago, Il : vol. 3, 1992']","['Sanborn map--Louisville, Kentucky, vol. 3, 1992', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
